https://www.CryptoDataDownload.com
uniq,date,symbol,open,high,low,close,Volume 1INCH,Volume USD
1680998400000,2023-04-09 00:00:00,1INCH/USD,0.5312,0.5361,0.5196,0.5339,2486.075469,1327.3156928991
1680912000000,2023-04-08 00:00:00,1INCH/USD,0.5345,0.5367,0.5261,0.5312,3575.82942,1899.480587904
1680825600000,2023-04-07 00:00:00,1INCH/USD,0.5359,0.5424,0.5247,0.5345,2971.94035,1588.502117075
1680739200000,2023-04-06 00:00:00,1INCH/USD,0.5298,0.5414,0.5298,0.5359,1860.034216,996.7923363544
1680652800000,2023-04-05 00:00:00,1INCH/USD,0.537,0.5546,0.5152,0.5298,10836.027404,5740.927318639201
1680566400000,2023-04-04 00:00:00,1INCH/USD,0.5144,0.5395,0.5087,0.537,8961.296079,4812.215994423
1680480000000,2023-04-03 00:00:00,1INCH/USD,0.5206,0.5238,0.4789,0.5144,15802.124026,8128.6125989744
1680393600000,2023-04-02 00:00:00,1INCH/USD,0.5358,0.5413,0.5144,0.5206,2305.511677,1200.2493790462
1680307200000,2023-04-01 00:00:00,1INCH/USD,0.565,0.565,0.5243,0.5358,9949.520686,5330.9531835588
1680220800000,2023-03-31 00:00:00,1INCH/USD,0.577,0.577,0.5308,0.565,7320.939586,4136.33086609
1680134400000,2023-03-30 00:00:00,1INCH/USD,0.505,0.6365,0.5014,0.577,36363.148727,20981.536815478998
1680048000000,2023-03-29 00:00:00,1INCH/USD,0.4915,0.5096,0.4901,0.505,1757.614143,887.595142215
1679961600000,2023-03-28 00:00:00,1INCH/USD,0.4894,0.5045,0.4638,0.4915,15384.574632,7561.518431628
1679875200000,2023-03-27 00:00:00,1INCH/USD,0.5044,0.505,0.4674,0.4894,4706.743137,2303.4800912478004
1679788800000,2023-03-26 00:00:00,1INCH/USD,0.5073,0.5127,0.4638,0.5044,48759.151471,24594.116001972397
1679702400000,2023-03-25 00:00:00,1INCH/USD,0.5039,0.519,0.4958,0.5073,2673.204285,1356.1165337804998
1679616000000,2023-03-24 00:00:00,1INCH/USD,0.519,0.519,0.4708,0.5039,16427.070615,8277.600882898501
1679529600000,2023-03-23 00:00:00,1INCH/USD,0.5145,0.5267,0.5074,0.519,3225.437592,1674.0021102480002
1679443200000,2023-03-22 00:00:00,1INCH/USD,0.5256,0.5317,0.5053,0.5145,2111.151835,1086.1876191075
1679356800000,2023-03-21 00:00:00,1INCH/USD,0.5289,0.5317,0.5139,0.5256,2036.532719,1070.4015971064
1679270400000,2023-03-20 00:00:00,1INCH/USD,0.5478,0.5478,0.5216,0.5289,4733.116214,2503.3451655846
1679184000000,2023-03-19 00:00:00,1INCH/USD,0.5321,0.5743,0.5151,0.5478,19609.128147,10741.880398926598
1679097600000,2023-03-18 00:00:00,1INCH/USD,0.5188,0.5478,0.5178,0.5321,4876.395696,2594.7301498416
1679011200000,2023-03-17 00:00:00,1INCH/USD,0.4955,0.5267,0.492,0.5188,8827.178448,4579.540178822401
1678924800000,2023-03-16 00:00:00,1INCH/USD,0.4914,0.5083,0.4914,0.4955,4870.913247,2413.5375138885
1678838400000,2023-03-15 00:00:00,1INCH/USD,0.522,0.5304,0.4843,0.4914,8211.134834,4034.9516574276004
1678752000000,2023-03-14 00:00:00,1INCH/USD,0.4938,0.5291,0.4938,0.522,5790.166912,3022.467128064
1678665600000,2023-03-13 00:00:00,1INCH/USD,0.4677,0.5007,0.4677,0.4938,10872.586113,5368.8830225994
1678579200000,2023-03-12 00:00:00,1INCH/USD,0.4482,0.4677,0.4422,0.4677,4221.97364,1974.6170714280001
1678492800000,2023-03-11 00:00:00,1INCH/USD,0.4422,0.455,0.4272,0.4482,11060.162996,4957.165054807199
1678406400000,2023-03-10 00:00:00,1INCH/USD,0.4376,0.4481,0.4096,0.4422,13204.728323,5839.130864430599
1678320000000,2023-03-09 00:00:00,1INCH/USD,0.4616,0.4788,0.4239,0.4376,11951.983555,5230.188003668
1678233600000,2023-03-08 00:00:00,1INCH/USD,0.5045,0.5083,0.42,0.4616,30478.066423,14068.6754608568
1678147200000,2023-03-07 00:00:00,1INCH/USD,0.5216,0.5253,0.4956,0.5045,2893.462271,1459.7517157194998
1678060800000,2023-03-06 00:00:00,1INCH/USD,0.5285,0.5414,0.5151,0.5216,6420.340836,3348.8497800575997
1677974400000,2023-03-05 00:00:00,1INCH/USD,0.5083,0.5479,0.5083,0.5285,7192.591536,3801.2846267759996
1677888000000,2023-03-04 00:00:00,1INCH/USD,0.52,0.5267,0.499,0.5083,4798.98675,2439.324965025
1677801600000,2023-03-03 00:00:00,1INCH/USD,0.5702,0.573,0.4999,0.52,46107.836685,23976.075076200003
1677715200000,2023-03-02 00:00:00,1INCH/USD,0.5958,0.5967,0.557,0.5702,8328.80203,4749.082917506001
1677628800000,2023-03-01 00:00:00,1INCH/USD,0.574,0.623,0.574,0.5958,14430.891794,8597.925330865199
1677542400000,2023-02-28 00:00:00,1INCH/USD,0.5754,0.5836,0.5667,0.574,52152.719008,29935.660710591997
1677456000000,2023-02-27 00:00:00,1INCH/USD,0.5791,0.5852,0.5632,0.5754,7202.345982,4144.2298780428
1677369600000,2023-02-26 00:00:00,1INCH/USD,0.5778,0.5937,0.5702,0.5791,6083.574088,3522.9977543607997
1677283200000,2023-02-25 00:00:00,1INCH/USD,0.5978,0.6003,0.5639,0.5778,26569.518611,15351.867853435799
1677196800000,2023-02-24 00:00:00,1INCH/USD,0.6147,0.6233,0.5844,0.5978,11170.313687,6677.6135220886
1677110400000,2023-02-23 00:00:00,1INCH/USD,0.6438,0.6438,0.5926,0.6147,15969.494646,9816.4483588962
1677024000000,2023-02-22 00:00:00,1INCH/USD,0.6812,0.6822,0.6306,0.6438,17783.464813,11448.9946466094
1676937600000,2023-02-21 00:00:00,1INCH/USD,0.6118,0.6921,0.6051,0.6812,50577.005833,34453.056373439606
1676851200000,2023-02-20 00:00:00,1INCH/USD,0.5728,0.621,0.5634,0.6118,22821.977913,13962.4860871734
1676764800000,2023-02-19 00:00:00,1INCH/USD,0.572,0.61,0.5667,0.5728,19545.721937,11195.789525513599
1676678400000,2023-02-18 00:00:00,1INCH/USD,0.565,0.5807,0.5627,0.572,6209.689,3551.9421079999997
1676592000000,2023-02-17 00:00:00,1INCH/USD,0.541,0.5726,0.5386,0.565,95490.705836,53952.24879733999
1676505600000,2023-02-16 00:00:00,1INCH/USD,0.5601,0.5726,0.541,0.541,55033.239294,29772.982458054
1676419200000,2023-02-15 00:00:00,1INCH/USD,0.5359,0.5629,0.5296,0.5601,11345.817101,6354.792158270101
1676332800000,2023-02-14 00:00:00,1INCH/USD,0.526,0.5383,0.525,0.5359,6896.832402,3696.0124842318005
1676246400000,2023-02-13 00:00:00,1INCH/USD,0.5277,0.5359,0.5118,0.526,27566.354215,14499.90231709
1676160000000,2023-02-12 00:00:00,1INCH/USD,0.5394,0.5447,0.5224,0.5277,6920.524377,3651.9607137428993
1676073600000,2023-02-11 00:00:00,1INCH/USD,0.5292,0.5398,0.5,0.5394,17610.59345,9499.15410693
1675987200000,2023-02-10 00:00:00,1INCH/USD,0.5228,0.5403,0.5195,0.5292,4703.772435,2489.236372602
1675900800000,2023-02-09 00:00:00,1INCH/USD,0.5595,0.5706,0.5106,0.5228,20924.541122,10939.3500985816
1675814400000,2023-02-08 00:00:00,1INCH/USD,0.5875,0.5943,0.5452,0.5595,10828.313817,6058.4415806115
1675728000000,2023-02-07 00:00:00,1INCH/USD,0.5549,0.5883,0.5373,0.5875,11401.339522,6698.286969175
1675641600000,2023-02-06 00:00:00,1INCH/USD,0.562,0.5948,0.55,0.5549,8271.33194,4589.7620935059995
1675555200000,2023-02-05 00:00:00,1INCH/USD,0.586,0.6162,0.535,0.562,18722.745948,10522.183222776
1675468800000,2023-02-04 00:00:00,1INCH/USD,0.5613,0.6172,0.5404,0.586,31020.114712,18177.787221232
1675382400000,2023-02-03 00:00:00,1INCH/USD,0.5401,0.5751,0.5139,0.5613,21008.874813,11792.2814325369
1675296000000,2023-02-02 00:00:00,1INCH/USD,0.525,0.5751,0.525,0.5401,91328.206739,49326.3644597339
1675209600000,2023-02-01 00:00:00,1INCH/USD,0.5135,0.53,0.4938,0.525,24456.203511,12839.506843275
1675123200000,2023-01-31 00:00:00,1INCH/USD,0.5061,0.5158,0.5,0.5135,18657.451171,9580.601176308499
1675036800000,2023-01-30 00:00:00,1INCH/USD,0.54,0.5468,0.4915,0.5061,47971.796279,24278.5260968019
1674950400000,2023-01-29 00:00:00,1INCH/USD,0.5286,0.5424,0.5139,0.54,46629.500484,25179.93026136
1674864000000,2023-01-28 00:00:00,1INCH/USD,0.5304,0.5501,0.5193,0.5286,30435.917377,16088.4259254822
1674777600000,2023-01-27 00:00:00,1INCH/USD,0.5259,0.5345,0.503,0.5304,5388.065893,2857.8301496472
1674691200000,2023-01-26 00:00:00,1INCH/USD,0.535,0.5453,0.5138,0.5259,3861.91072,2030.978847648
1674604800000,2023-01-25 00:00:00,1INCH/USD,0.5042,0.5602,0.4884,0.535,10647.244523,5696.275819805
1674518400000,2023-01-24 00:00:00,1INCH/USD,0.5305,0.535,0.4973,0.5042,6661.765869,3358.8623511498
1674432000000,2023-01-23 00:00:00,1INCH/USD,0.5102,0.5398,0.5098,0.5305,4273.468705,2267.0751480025
1674345600000,2023-01-22 00:00:00,1INCH/USD,0.503,0.535,0.4509,0.5102,59114.247579,30160.0891148058
1674259200000,2023-01-21 00:00:00,1INCH/USD,0.4863,0.515,0.4838,0.503,6654.068293,3346.9963513790003
1674172800000,2023-01-20 00:00:00,1INCH/USD,0.4594,0.4916,0.44,0.4863,11291.539027,5491.0754288301005
1674086400000,2023-01-19 00:00:00,1INCH/USD,0.4412,0.4694,0.439,0.4594,6233.772012,2863.7948623128
1674000000000,2023-01-18 00:00:00,1INCH/USD,0.4819,0.4873,0.435,0.4412,13193.37612,5820.917544144
1673913600000,2023-01-17 00:00:00,1INCH/USD,0.4814,0.495,0.4751,0.4819,2931.521297,1412.7001130243
1673827200000,2023-01-16 00:00:00,1INCH/USD,0.4955,0.5151,0.4717,0.4814,7500.883951,3610.9255340114
1673740800000,2023-01-15 00:00:00,1INCH/USD,0.4799,0.504,0.4652,0.4955,11248.434424,5573.599257092
1673654400000,2023-01-14 00:00:00,1INCH/USD,0.4637,0.5007,0.449,0.4799,16693.81041,8011.359615758999
1673568000000,2023-01-13 00:00:00,1INCH/USD,0.449,0.4788,0.4364,0.4637,18889.362206,8758.9972549222
1673481600000,2023-01-12 00:00:00,1INCH/USD,0.4337,0.4526,0.4281,0.449,11251.109718,5051.748263382
1673395200000,2023-01-11 00:00:00,1INCH/USD,0.4318,0.4359,0.4078,0.4337,4103.747599,1779.7953336863
1673308800000,2023-01-10 00:00:00,1INCH/USD,0.421,0.4363,0.414,0.4318,7027.432676,3034.4454294968004
1673222400000,2023-01-09 00:00:00,1INCH/USD,0.4086,0.4319,0.3999,0.421,9967.242184,4196.208959464
1673136000000,2023-01-08 00:00:00,1INCH/USD,0.3961,0.4122,0.3933,0.4086,6017.860818,2458.8979302348002
1673049600000,2023-01-07 00:00:00,1INCH/USD,0.393,0.4011,0.3787,0.3961,2484.144694,983.9697132934
1672963200000,2023-01-06 00:00:00,1INCH/USD,0.3874,0.3979,0.369,0.393,10140.599619,3985.2556502670004
1672876800000,2023-01-05 00:00:00,1INCH/USD,0.3972,0.4119,0.3784,0.3874,11614.197255,4499.340016587
1672804800000,2023-01-04 04:00:00,1INCH/USD,0.3953,0.4119,0.3892,0.4012,12813.56757,5140.803309084
1672790400000,2023-01-04 00:00:00,1INCH/USD,0.3862,0.4112,0.375,0.3972,11524.885731,4577.6846123532005
1672718400000,2023-01-03 04:00:00,1INCH/USD,0.3931,0.3998,0.3703,0.3953,5234.139458,2069.0553277473996
1672704000000,2023-01-03 00:00:00,1INCH/USD,0.396,0.3998,0.3703,0.3862,3591.3963,1386.9972510599998
1672632000000,2023-01-02 04:00:00,1INCH/USD,0.3813,0.3998,0.3535,0.3931,8658.035584,3403.4737880703997
1672617600000,2023-01-02 00:00:00,1INCH/USD,0.3837,0.3998,0.3535,0.396,8615.502481,3411.738982476
1672545600000,2023-01-01 04:00:00,1INCH/USD,0.3797,0.3862,0.3453,0.3813,4892.531704,1865.5223387351998
1672531200000,2023-01-01 00:00:00,1INCH/USD,0.3818,0.3862,0.3453,0.3837,4695.084012,1801.5037354044
1672459200000,2022-12-31 04:00:00,1INCH/USD,0.3732,0.3881,0.3577,0.3797,11854.865102,4501.292279229399
1672444800000,2022-12-31 00:00:00,1INCH/USD,0.3741,0.3881,0.3577,0.3818,13286.031104,5072.6066755072
1672372800000,2022-12-30 04:00:00,1INCH/USD,0.381,0.3831,0.3284,0.3732,12579.176624,4694.5487160768
1672358400000,2022-12-30 00:00:00,1INCH/USD,0.374,0.3861,0.3284,0.3741,40221.00117,15046.676537697002
1672286400000,2022-12-29 04:00:00,1INCH/USD,0.3779,0.3862,0.3284,0.381,32440.83629,12359.958626489999
1672272000000,2022-12-29 00:00:00,1INCH/USD,0.3718,0.3862,0.3596,0.374,3295.205109,1232.406710766
1672200000000,2022-12-28 04:00:00,1INCH/USD,0.3903,0.3998,0.3595,0.3779,3122.496992,1179.9916132768
1672185600000,2022-12-28 00:00:00,1INCH/USD,0.4044,0.4044,0.3595,0.3718,4787.681276,1780.0598984168003
1672113600000,2022-12-27 04:00:00,1INCH/USD,0.4039,0.412,0.3902,0.3903,33149.598099,12938.288138039701
1672099200000,2022-12-27 00:00:00,1INCH/USD,0.4081,0.412,0.3933,0.4044,31893.999568,12897.9334252992
1672027200000,2022-12-26 04:00:00,1INCH/USD,0.3986,0.4081,0.395,0.4039,3119.833067,1260.1005757613
1672012800000,2022-12-26 00:00:00,1INCH/USD,0.399,0.4081,0.3855,0.4081,2832.717766,1156.0321203046
1671940800000,2022-12-25 04:00:00,1INCH/USD,0.3996,0.404,0.3855,0.3986,1613.85904,643.284213344
1671926400000,2022-12-25 00:00:00,1INCH/USD,0.404,0.404,0.3874,0.399,15717.567251,6271.309333149001
1671854400000,2022-12-24 04:00:00,1INCH/USD,0.4019,0.404,0.3933,0.3996,15127.885624,6045.1030953504005
1671840000000,2022-12-24 00:00:00,1INCH/USD,0.3927,0.404,0.3927,0.404,925.436848,373.87648659200005
1671768000000,2022-12-23 04:00:00,1INCH/USD,0.3901,0.4019,0.38,0.4019,16776.567491,6742.5024746329
1671753600000,2022-12-23 00:00:00,1INCH/USD,0.3894,0.3997,0.38,0.3927,17035.723826,6689.9287464702
1671681600000,2022-12-22 04:00:00,1INCH/USD,0.3972,0.3999,0.3894,0.3901,1054.77268,411.46682246800003
1671667200000,2022-12-22 00:00:00,1INCH/USD,0.3966,0.4018,0.3894,0.3894,1992.020161,775.6926506934
1671595200000,2022-12-21 04:00:00,1INCH/USD,0.4018,0.4019,0.3778,0.3972,13233.561441,5256.3706043652
1671580800000,2022-12-21 00:00:00,1INCH/USD,0.4038,0.408,0.3778,0.3966,12823.429361,5085.7720845726
1671508800000,2022-12-20 04:00:00,1INCH/USD,0.3937,0.408,0.3894,0.4018,1959.714203,787.4131667654
1671494400000,2022-12-20 00:00:00,1INCH/USD,0.3813,0.4058,0.38,0.4038,1893.98136,764.789673168
1671422400000,2022-12-19 04:00:00,1INCH/USD,0.3972,0.402,0.38,0.3937,6560.47111,2582.857476007
1671408000000,2022-12-19 00:00:00,1INCH/USD,0.3966,0.402,0.3806,0.3813,6279.544357,2394.3902633240996
1671336000000,2022-12-18 04:00:00,1INCH/USD,0.3899,0.3972,0.3801,0.3972,1129.829893,448.7684334996
1671321600000,2022-12-18 00:00:00,1INCH/USD,0.39,0.3972,0.3801,0.3966,1100.846349,436.5956620134
1671249600000,2022-12-17 04:00:00,1INCH/USD,0.3978,0.3997,0.3707,0.3899,1739.604346,678.2717345054001
1671235200000,2022-12-17 00:00:00,1INCH/USD,0.3997,0.4045,0.3598,0.39,4919.789067,1918.71773613
1671163200000,2022-12-16 04:00:00,1INCH/USD,0.431,0.431,0.3598,0.3978,22316.339973,8877.440041259399
1671148800000,2022-12-16 00:00:00,1INCH/USD,0.4245,0.431,0.3649,0.3997,20389.127139,8149.5341174583
1671076800000,2022-12-15 04:00:00,1INCH/USD,0.4293,0.431,0.4239,0.431,1521.270988,655.667795828
1671062400000,2022-12-15 00:00:00,1INCH/USD,0.4331,0.4333,0.4239,0.4245,508.874128,216.017067336
1670990400000,2022-12-14 04:00:00,1INCH/USD,0.4325,0.4416,0.4176,0.4293,10667.139443,4579.4029628799
1670976000000,2022-12-14 00:00:00,1INCH/USD,0.4317,0.4416,0.4176,0.4331,11527.132194,4992.4009532213995
1670904000000,2022-12-13 04:00:00,1INCH/USD,0.4281,0.4399,0.424,0.4325,5556.785003,2403.3095137975
1670889600000,2022-12-13 00:00:00,1INCH/USD,0.4283,0.4355,0.424,0.4317,4764.659509,2056.9035100353
1670817600000,2022-12-12 04:00:00,1INCH/USD,0.4368,0.4368,0.4242,0.4281,3893.702823,1666.8941785263
1670803200000,2022-12-12 00:00:00,1INCH/USD,0.442,0.4421,0.4242,0.4283,4409.189995,1888.4560748585
1670731200000,2022-12-11 04:00:00,1INCH/USD,0.4414,0.4482,0.4368,0.4368,1247.010055,544.6939920240001
1670716800000,2022-12-11 00:00:00,1INCH/USD,0.4409,0.4482,0.4389,0.442,715.392361,316.203423562
1670644800000,2022-12-10 04:00:00,1INCH/USD,0.4412,0.4414,0.4395,0.4414,729.604117,322.0472572438
1670630400000,2022-12-10 00:00:00,1INCH/USD,0.4413,0.4414,0.4378,0.4409,2731.895793,1204.4928551337
1670558400000,2022-12-09 04:00:00,1INCH/USD,0.4437,0.4488,0.437,0.4412,3105.303049,1370.0597052188
1670544000000,2022-12-09 00:00:00,1INCH/USD,0.4467,0.4488,0.437,0.4413,1604.066071,707.8743571323
1670472000000,2022-12-08 04:00:00,1INCH/USD,0.4421,0.4481,0.4368,0.4437,2384.462905,1057.9861909484998
1670457600000,2022-12-08 00:00:00,1INCH/USD,0.4415,0.4467,0.4368,0.4467,1897.352139,847.5472004913
1670385600000,2022-12-07 04:00:00,1INCH/USD,0.4664,0.4664,0.4303,0.4421,9836.608504,4348.7646196184
1670371200000,2022-12-07 00:00:00,1INCH/USD,0.4708,0.4716,0.428,0.4415,32425.474736,14315.847095944
1670299200000,2022-12-06 04:00:00,1INCH/USD,0.4879,0.4935,0.4617,0.4664,18597.139503,8673.705864199199
1670284800000,2022-12-06 00:00:00,1INCH/USD,0.487,0.4935,0.4617,0.4708,18867.836096,8882.9772339968
1670212800000,2022-12-05 04:00:00,1INCH/USD,0.5048,0.5061,0.4851,0.4879,10869.574678,5303.2654853962
1670198400000,2022-12-05 00:00:00,1INCH/USD,0.4978,0.5061,0.4851,0.487,13621.72731,6633.78119997
1670126400000,2022-12-04 04:00:00,1INCH/USD,0.4994,0.5057,0.4907,0.5048,7433.211684,3752.2852580832
1670112000000,2022-12-04 00:00:00,1INCH/USD,0.4965,0.4994,0.4907,0.4978,4521.144895,2250.6259287310004
1670040000000,2022-12-03 04:00:00,1INCH/USD,0.5028,0.5046,0.4965,0.4994,3894.43927,1944.882971438
1670025600000,2022-12-03 00:00:00,1INCH/USD,0.5018,0.5049,0.4965,0.4965,4238.996358,2104.661691747
1669953600000,2022-12-02 04:00:00,1INCH/USD,0.5082,0.5083,0.5,0.5028,6355.719932,3195.6559818096002
1669939200000,2022-12-02 00:00:00,1INCH/USD,0.5109,0.513,0.5,0.5018,5771.612117,2896.1949603106
1669867200000,2022-12-01 04:00:00,1INCH/USD,0.5267,0.5267,0.5074,0.5082,514.462474,261.4498292868
1669852800000,2022-12-01 00:00:00,1INCH/USD,0.5268,0.5268,0.5079,0.5109,4913.534122,2510.3245829298003
1669780800000,2022-11-30 04:00:00,1INCH/USD,0.525,0.5268,0.525,0.5267,1631.310627,859.2113072408999
1669766400000,2022-11-30 00:00:00,1INCH/USD,0.512,0.5283,0.5108,0.5268,3604.772791,1898.9943062988
1669694400000,2022-11-29 04:00:00,1INCH/USD,0.5177,0.5283,0.509,0.525,4194.002969,2201.8515587250004
1669680000000,2022-11-29 00:00:00,1INCH/USD,0.5165,0.52,0.509,0.512,1329.235323,680.5684853760001
1669608000000,2022-11-28 04:00:00,1INCH/USD,0.5118,0.519,0.51,0.5177,1086.770273,562.6209703321001
1669593600000,2022-11-28 00:00:00,1INCH/USD,0.525,0.5268,0.51,0.5165,1879.447681,970.7347272365
1669521600000,2022-11-27 04:00:00,1INCH/USD,0.5105,0.5317,0.5075,0.5118,5072.34457,2596.0259509260004
1669507200000,2022-11-27 00:00:00,1INCH/USD,0.5094,0.5317,0.5053,0.525,4436.429836,2329.1256639000003
1669435200000,2022-11-26 04:00:00,1INCH/USD,0.5133,0.5223,0.4999,0.5105,6347.434156,3240.365136638
1669420800000,2022-11-26 00:00:00,1INCH/USD,0.515,0.5223,0.4999,0.5094,6231.189357,3174.1678584558
1669348800000,2022-11-25 04:00:00,1INCH/USD,0.5323,0.5365,0.495,0.5133,7915.315465,4062.9314281844995
1669334400000,2022-11-25 00:00:00,1INCH/USD,0.5367,0.5367,0.495,0.515,7786.575003,4010.086126545
1669262400000,2022-11-24 04:00:00,1INCH/USD,0.531,0.5368,0.5256,0.5323,2394.083281,1274.3705304763
1669248000000,2022-11-24 00:00:00,1INCH/USD,0.5311,0.5368,0.5151,0.5367,4990.617501,2678.4644127866995
1669176000000,2022-11-23 04:00:00,1INCH/USD,0.5281,0.5367,0.5151,0.531,11604.187696,6161.8236665760005
1669161600000,2022-11-23 00:00:00,1INCH/USD,0.5271,0.5359,0.5193,0.5311,9268.938968,4922.733485904801
1669089600000,2022-11-22 04:00:00,1INCH/USD,0.5052,0.5305,0.4863,0.5281,8519.625279,4499.2141098399
1669075200000,2022-11-22 00:00:00,1INCH/USD,0.48,0.5305,0.48,0.5271,9896.066787,5216.2168034277
1669003200000,2022-11-21 04:00:00,1INCH/USD,0.4915,0.5099,0.48,0.5052,9647.661127,4873.9984013604
1668988800000,2022-11-21 00:00:00,1INCH/USD,0.5028,0.5115,0.48,0.48,14239.293541,6834.860899679999
1668916800000,2022-11-20 04:00:00,1INCH/USD,0.54,0.54,0.48,0.4915,14712.831516,7231.356690114
1668902400000,2022-11-20 00:00:00,1INCH/USD,0.5311,0.54,0.5028,0.5028,17878.912697,8989.5173040516
1668830400000,2022-11-19 04:00:00,1INCH/USD,0.5138,0.54,0.4997,0.54,13400.7663,7236.413802
1668816000000,2022-11-19 00:00:00,1INCH/USD,0.5163,0.5363,0.4997,0.5311,4106.928933,2181.1899563163
1668744000000,2022-11-18 04:00:00,1INCH/USD,0.518,0.5285,0.4952,0.5138,41990.348212,21574.6409113256
1668729600000,2022-11-18 00:00:00,1INCH/USD,0.4814,0.5285,0.4814,0.5163,47164.812006,24351.1924386978
1668657600000,2022-11-17 04:00:00,1INCH/USD,0.5182,0.5216,0.45,0.518,40846.264244,21158.364878392
1668643200000,2022-11-17 00:00:00,1INCH/USD,0.5208,0.5242,0.45,0.4814,42228.331383,20328.7187277762
1668571200000,2022-11-16 04:00:00,1INCH/USD,0.5492,0.5492,0.475,0.5182,26023.430581,13485.3417270742
1668556800000,2022-11-16 00:00:00,1INCH/USD,0.5385,0.565,0.475,0.5208,45436.995501,23663.5872569208
1668484800000,2022-11-15 04:00:00,1INCH/USD,0.5104,0.5698,0.5077,0.5492,24337.004182,13365.882696754401
1668470400000,2022-11-15 00:00:00,1INCH/USD,0.5138,0.5698,0.4991,0.5385,24192.866379,13027.8585450915
1668398400000,2022-11-14 04:00:00,1INCH/USD,0.5077,0.5226,0.485,0.5104,17606.053652,8986.1297839808
1668384000000,2022-11-14 00:00:00,1INCH/USD,0.52,0.5283,0.4819,0.5138,23205.113341,11922.787234605801
1668312000000,2022-11-13 04:00:00,1INCH/USD,0.5036,0.5283,0.4819,0.5077,16553.532269,8404.228332971301
1668297600000,2022-11-13 00:00:00,1INCH/USD,0.4925,0.5274,0.483,0.52,10519.981994,5470.39063688
1668225600000,2022-11-12 04:00:00,1INCH/USD,0.5583,0.5583,0.4819,0.5036,49248.113031,24801.349722411604
1668211200000,2022-11-12 00:00:00,1INCH/USD,0.5217,0.5744,0.4819,0.4925,49403.267305,24331.1091477125
1668139200000,2022-11-11 04:00:00,1INCH/USD,0.5601,0.5839,0.5145,0.5583,31282.437493,17464.984852341902
1668124800000,2022-11-11 00:00:00,1INCH/USD,0.5566,0.5839,0.5145,0.5217,34195.347951,17839.713026036705
1668052800000,2022-11-10 04:00:00,1INCH/USD,0.5384,0.5884,0.5233,0.5601,30677.303529,17182.357706592902
1668038400000,2022-11-10 00:00:00,1INCH/USD,0.5385,0.5884,0.5181,0.5566,33320.333827,18546.0978081082
1667966400000,2022-11-09 04:00:00,1INCH/USD,0.5501,0.5752,0.5145,0.5384,56647.082739,30498.789346677597
1667952000000,2022-11-09 00:00:00,1INCH/USD,0.5544,0.5752,0.5145,0.5385,67947.523193,36589.7412394305
1667880000000,2022-11-08 04:00:00,1INCH/USD,0.6025,0.6145,0.5145,0.5501,159331.194335,87648.09000368351
1667865600000,2022-11-08 00:00:00,1INCH/USD,0.6327,0.639,0.5145,0.5544,168870.796295,93621.969465948
1667793600000,2022-11-07 04:00:00,1INCH/USD,0.6365,0.6585,0.6025,0.6025,88753.01706,53473.69277865
1667779200000,2022-11-07 00:00:00,1INCH/USD,0.6344,0.6585,0.6245,0.6327,74250.434631,46978.2499910337
1667707200000,2022-11-06 04:00:00,1INCH/USD,0.6726,0.6726,0.6269,0.6365,32188.737784,20488.131599516
1667692800000,2022-11-06 00:00:00,1INCH/USD,0.6449,0.6741,0.6327,0.6344,57929.332622,36750.3686153968
1667620800000,2022-11-05 04:00:00,1INCH/USD,0.6555,0.6741,0.6353,0.6726,51384.712796,34561.3578265896
1667606400000,2022-11-05 00:00:00,1INCH/USD,0.6526,0.6646,0.6353,0.6449,39749.761199,25634.620997235103
1667534400000,2022-11-04 04:00:00,1INCH/USD,0.6232,0.6646,0.6191,0.6555,55803.919157,36579.4690074135
1667520000000,2022-11-04 00:00:00,1INCH/USD,0.6084,0.6526,0.605,0.6526,56705.138877,37005.7736311302
1667448000000,2022-11-03 04:00:00,1INCH/USD,0.6038,0.6314,0.595,0.6232,63095.170588,39320.9103104416
1667433600000,2022-11-03 00:00:00,1INCH/USD,0.5901,0.6314,0.5901,0.6084,44830.618437,27274.948257070802
1667361600000,2022-11-02 04:00:00,1INCH/USD,0.6081,0.6099,0.5782,0.6038,14299.796021,8634.2168374798
1667347200000,2022-11-02 00:00:00,1INCH/USD,0.6073,0.6099,0.5782,0.5901,86983.716695,51329.09122171949
1667275200000,2022-11-01 04:00:00,1INCH/USD,0.6214,0.6395,0.6027,0.6081,46762.098996,28436.0323994676
1667260800000,2022-11-01 00:00:00,1INCH/USD,0.613,0.6395,0.6063,0.6073,34153.237077,20741.260876862096
1667188800000,2022-10-31 04:00:00,1INCH/USD,0.6144,0.6438,0.6093,0.6214,73491.707143,45667.7468186602
1667174400000,2022-10-31 00:00:00,1INCH/USD,0.6144,0.6438,0.6034,0.613,69981.434823,42898.619546499
1667102400000,2022-10-30 04:00:00,1INCH/USD,0.6293,0.6334,0.6025,0.6144,20233.807985,12431.651625984
1667088000000,2022-10-30 00:00:00,1INCH/USD,0.6254,0.6334,0.6025,0.6144,18077.251134,11106.663096729599
1667016000000,2022-10-29 04:00:00,1INCH/USD,0.6195,0.6417,0.6103,0.6293,52300.526731,32912.721471818295
1667001600000,2022-10-29 00:00:00,1INCH/USD,0.6154,0.6417,0.6103,0.6254,54381.372705,34010.110489706996
1666929600000,2022-10-28 04:00:00,1INCH/USD,0.5931,0.6335,0.5848,0.6195,21203.160429,13135.357885765501
